Email No.,the,to,ect,and,for,of,a,you,hou,in,on,is,this
Email 1775,0,0,1,1,0,1,21,0,0,5,3,2,1
Email 1776,0,0,1,0,1,0,3,0,0,0,3,0,0
Email 1777,5,3,1,0,2,1,20,0,1,5,6,0,0
Email 1778,11,8,7,5,3,2,86,3,0,24,16,9,3
Email 1779,6,1,5,0,3,1,33,1,2,5,8,4,0
Email 1780,0,3,1,1,1,0,10,0,0,5,2,2,1
Email 1781,25,14,34,6,13,4,182,7,18,26,27,18,8
Email 1782,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 1783,0,0,1,0,1,0,3,0,0,0,3,0,0
Email 1784,14,6,30,7,6,2,97,0,18,20,23,14,4
Email 1785,1,0,1,3,1,1,18,7,2,2,5,0,0
Email 1786,8,11,6,4,4,30,116,13,0,16,20,12,0
Email 1787,11,3,16,5,3,3,62,0,9,16,15,4,0
Email 1788,11,3,16,6,3,3,63,0,9,15,15,4,0
Email 1789,11,3,16,6,4,3,76,1,9,18,19,5,0
Email 1790,11,3,17,4,3,3,56,0,10,14,15,4,0
Email 1791,75,67,160,26,37,14,654,9,77,73,142,85,13
Email 1792,74,66,161,25,37,14,645,9,78,70,141,84,13
Email 1793,8,3,16,4,2,1,56,0,9,10,11,7,2
Email 1794,1,2,3,4,1,1,14,2,0,5,4,2,0
Email 1795,36,30,4,16,21,6,260,9,15,49,63,24,1
Email 1796,28,38,6,17,14,15,284,34,0,40,34,22,7
Email 1797,0,1,2,0,0,0,14,0,1,4,3,1,0
Email 1798,6,10,4,1,4,1,55,0,1,11,22,2,1
Email 1799,24,20,8,11,10,10,164,8,3,41,37,15,6
Email 1800,4,4,2,1,2,1,14,0,0,5,4,1,0
Email 1801,2,2,1,3,0,2,41,1,0,1,2,3,1
Email 1802,5,19,8,7,0,1,228,10,0,30,40,10,3
Email 1803,0,1,1,1,0,0,12,1,0,0,2,0,0
Email 1804,9,8,1,0,5,0,43,9,0,7,13,4,1
Email 1805,5,6,2,1,0,1,10,4,0,5,1,5,1
Email 1806,10,10,2,2,3,5,70,6,1,9,14,8,1
Email 1807,4,3,2,0,0,2,26,2,2,3,7,2,0
Email 1808,1,2,1,1,1,0,16,3,0,5,3,1,0
Email 1809,0,4,1,0,2,5,71,6,0,4,9,3,1
Email 1810,7,2,1,0,0,1,23,1,0,4,4,2,0
Email 1811,5,7,3,3,3,1,98,1,0,16,22,8,0
Email 1812,0,0,1,0,1,0,3,0,0,0,1,1,0
Email 1813,5,1,5,3,4,2,49,7,0,12,13,6,2
Email 1814,1,3,2,0,3,1,41,0,0,0,16,3,0
Email 1815,0,0,1,0,1,0,11,0,0,0,7,0,0
Email 1816,13,13,2,4,4,4,82,8,0,12,13,10,2
Email 1817,7,2,1,0,0,1,23,1,0,4,4,2,0
Email 1818,37,21,5,33,6,27,215,0,0,84,48,15,3
Email 1819,5,10,13,4,3,0,98,2,6,12,17,3,1
Email 1820,5,12,29,5,7,4,99,4,12,15,19,12,4
Email 1821,5,3,2,4,3,1,39,2,0,6,13,4,0
Email 1822,1,2,1,0,0,2,7,1,0,1,1,2,0
Email 1823,0,1,1,0,0,0,18,0,0,2,1,1,0
Email 1824,3,11,20,5,7,3,84,4,8,14,17,12,4
Email 1825,0,0,1,0,0,0,9,0,0,2,0,1,0
Email 1826,9,6,12,4,6,1,74,2,5,15,17,5,4
Email 1827,3,8,12,2,5,3,57,4,4,8,11,11,4
Email 1828,2,4,5,1,3,1,27,2,1,7,7,9,4
Email 1829,0,0,1,0,0,0,6,1,0,1,2,2,0
Email 1830,7,3,3,4,2,1,46,1,1,13,10,4,3
Email 1831,9,13,38,2,3,3,98,1,17,12,20,10,2
Email 1832,12,7,13,3,2,2,48,1,4,16,9,4,0
Email 1833,1,4,2,0,1,0,9,0,0,2,2,0,0
Email 1834,2,5,1,1,3,7,32,1,0,7,5,3,2
Email 1835,4,4,2,2,1,4,20,3,1,1,7,1,0
Email 1836,0,0,1,0,1,0,7,0,0,0,3,1,0
Email 1837,1,0,2,0,0,0,19,1,0,3,3,3,0
Email 1838,10,5,4,0,4,0,44,0,0,3,22,5,0
Email 1839,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 1840,0,0,1,0,1,0,3,0,0,0,3,0,0
Email 1841,10,15,36,8,11,5,131,4,16,23,26,17,5
Email 1842,3,2,3,1,2,2,25,3,0,4,4,7,0
Email 1843,0,1,2,0,0,0,14,0,1,4,3,1,0
Email 1844,3,0,1,1,0,1,49,4,0,3,14,0,0
Email 1845,1,0,1,0,3,0,7,0,0,1,0,0,0
Email 1846,17,5,6,4,3,4,72,7,1,18,11,5,1
Email 1847,1,3,1,0,0,0,14,0,0,4,3,2,0
Email 1848,1,4,2,0,1,0,9,0,0,2,2,0,0
Email 1849,2,4,1,1,2,7,33,1,0,6,4,3,2
Email 1850,0,0,1,0,0,0,3,0,0,0,1,0,0
Email 1851,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 1852,13,6,13,3,6,3,80,3,8,7,14,5,1
Email 1853,8,3,1,2,4,1,44,3,2,3,3,4,1
Email 1854,2,4,1,1,1,2,74,0,0,8,14,4,0
Email 1855,10,14,7,8,11,6,115,7,1,23,33,16,7
Email 1856,0,3,1,1,0,0,21,1,1,2,2,5,1
Email 1857,17,20,17,4,12,1,124,9,5,15,33,21,14
Email 1858,2,5,1,1,2,5,70,0,0,5,10,9,0
Email 1859,0,1,2,0,0,0,14,0,1,4,3,1,0
Email 1860,12,2,2,10,7,3,61,3,1,11,7,2,1
Email 1861,4,13,5,1,4,1,61,0,1,7,18,2,1
Email 1862,1,4,3,0,0,0,9,0,0,2,2,0,0
Email 1863,2,6,1,2,2,1,37,3,0,3,7,3,0
Email 1864,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 1865,0,0,1,0,1,0,4,0,0,0,3,0,0
Email 1866,1,2,3,2,3,0,37,1,1,6,7,6,2
Email 1867,0,0,1,0,1,0,4,0,0,0,3,0,0
Email 1868,1,0,2,0,0,0,12,1,0,1,1,0,0
Email 1869,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 1870,13,8,4,19,16,17,136,12,1,24,24,8,2
Email 1871,0,0,1,2,0,0,16,5,0,1,0,1,0
Email 1872,4,1,1,3,1,2,27,2,0,4,12,4,0
Email 1873,2,0,1,0,0,0,2,0,0,1,1,0,0
Email 1874,0,0,1,0,0,0,6,0,0,0,1,0,0
Email 1875,1,0,1,0,3,0,11,0,0,2,3,0,0
Email 1876,5,3,3,0,2,1,20,0,0,2,5,0,0
Email 1877,1,0,1,0,0,0,2,0,0,0,1,0,0
Email 1878,0,0,1,2,0,0,5,0,0,1,0,2,0
Email 1879,1,5,2,3,0,1,24,6,0,3,6,0,0
Email 1880,0,0,1,0,1,0,12,0,0,0,7,0,0
Email 1881,3,2,1,4,2,0,39,7,0,7,6,1,0
Email 1882,0,0,1,0,0,0,6,0,0,0,0,0,0
Email 1883,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 1884,13,7,26,4,6,3,103,3,14,8,21,7,1
Email 1885,14,9,29,7,4,3,106,4,15,25,17,10,2
Email 1886,1,0,1,0,2,0,8,0,0,0,0,0,0
Email 1887,5,3,24,1,9,0,37,1,11,3,7,1,0
Email 1888,1,2,15,0,7,0,20,0,7,1,4,0,0
Email 1889,2,2,1,3,0,0,17,1,0,4,4,1,0
Email 1890,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 1891,1,2,1,0,0,1,5,1,0,1,2,1,0
Email 1892,1,1,7,0,3,0,18,0,3,0,1,0,0
Email 1893,6,7,18,0,3,1,32,1,8,5,9,4,2
Email 1894,2,4,1,2,4,2,31,1,0,8,3,3,2
Email 1895,1,2,2,0,3,0,24,0,0,0,16,6,1
Email 1896,0,0,1,0,1,0,4,0,0,0,3,1,0
Email 1897,0,1,1,0,0,3,3,0,0,2,0,0,0
Email 1898,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 1899,0,1,1,0,0,0,0,1,0,1,0,0,0
Email 1900,5,3,4,0,1,2,24,0,0,4,4,3,0
Email 1901,7,7,34,6,7,0,97,3,17,8,29,6,3
Email 1902,7,4,21,6,6,0,79,2,11,8,21,6,3
Email 1903,6,9,14,3,6,5,62,3,4,11,13,13,4
Email 1904,29,9,1,6,9,10,187,8,4,57,44,18,0
Email 1905,1,6,2,1,4,2,31,5,0,6,7,4,0
Email 1906,0,1,2,0,0,0,14,0,1,4,3,1,0
Email 1907,4,10,2,0,4,1,53,12,0,20,7,16,8
Email 1908,0,0,1,0,1,0,3,0,0,0,1,1,0
Email 1909,2,0,2,0,2,0,4,1,0,0,1,1,0
Email 1910,1,2,1,0,0,2,6,1,0,1,1,2,0
Email 1911,1,2,1,0,0,2,6,1,0,1,1,2,0
Email 1912,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 1913,0,0,1,0,1,0,4,0,0,0,3,0,0
Email 1914,0,0,3,0,1,0,9,0,0,0,10,1,0
Email 1915,6,6,28,2,2,0,58,1,14,10,6,13,1
Email 1916,4,3,14,3,0,0,43,1,7,8,3,6,1
Email 1917,5,5,20,3,0,0,59,1,10,15,12,10,1
Email 1918,0,2,1,0,0,0,0,0,0,1,0,0,0
Email 1919,0,1,2,0,0,0,14,0,1,4,3,1,0
Email 1920,16,12,38,5,4,4,97,2,15,24,15,9,0
Email 1921,14,10,3,5,3,7,120,4,3,28,21,9,6
Email 1922,4,3,5,1,3,1,33,3,1,8,8,6,0
Email 1923,15,6,2,4,1,6,39,5,1,12,8,2,1
Email 1924,7,13,1,4,8,2,102,2,0,16,16,4,2
Email 1925,0,0,1,0,1,0,4,0,0,0,3,0,0
Email 1926,0,2,1,0,2,1,30,4,0,3,4,1,0
Email 1927,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 1928,15,18,63,9,7,1,198,3,33,37,44,27,2
Email 1929,11,16,47,8,8,0,156,4,23,14,49,9,3
Email 1930,3,13,2,1,9,1,65,14,0,25,9,11,6
Email 1931,4,6,1,0,1,2,36,3,0,4,2,2,2
Email 1932,7,7,3,2,1,1,26,4,0,4,7,4,0
Email 1933,1,0,1,0,1,0,6,0,0,0,1,1,1
Email 1934,0,0,1,0,2,0,10,0,0,0,8,1,0
Email 1935,0,0,1,0,1,0,4,1,0,0,1,0,0
Email 1936,17,51,12,13,8,7,911,0,2,143,149,75,0
Email 1937,0,0,1,0,1,0,9,0,0,0,6,0,0
Email 1938,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 1939,0,0,1,0,0,1,8,0,0,1,0,2,0
Email 1940,3,0,1,1,2,1,11,1,0,0,1,2,0
Email 1941,0,1,1,0,0,0,3,1,0,1,0,0,0
Email 1942,5,7,2,2,3,3,47,10,1,6,5,8,5
Email 1943,2,0,1,1,0,0,7,0,0,1,2,4,2
Email 1944,6,5,41,1,17,0,68,2,20,5,10,1,0
Email 1945,0,1,2,0,0,0,14,0,1,4,3,1,0
Email 1946,1,0,1,0,1,0,9,1,1,2,3,1,0
Email 1947,0,0,1,0,1,0,5,0,0,0,3,0,0
Email 1948,3,2,1,3,2,2,27,1,0,3,3,3,0
Email 1949,0,1,1,0,0,0,4,0,0,0,1,1,0
Email 1950,1,1,1,0,2,0,18,2,0,5,4,2,0
Email 1951,1,2,1,2,1,0,18,1,2,2,2,2,0
Email 1952,3,3,1,2,0,0,22,1,0,4,3,4,2
Email 1953,4,3,2,0,6,4,46,9,1,12,21,6,1
Email 1954,2,5,1,1,3,3,78,1,0,13,8,8,0
Email 1955,4,4,10,0,3,0,49,3,4,8,16,3,2
Email 1956,5,5,13,2,3,0,34,2,7,6,13,5,3
Email 1957,42,11,5,15,3,22,179,4,1,55,29,25,5
Email 1958,4,1,1,0,1,3,13,1,0,1,3,1,0
Email 1959,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 1960,0,1,1,2,1,0,20,1,0,4,3,3,1
Email 1961,0,0,1,0,1,0,4,0,0,0,3,0,0
Email 1962,8,0,1,2,3,0,28,1,1,7,2,4,1
Email 1963,0,2,3,0,1,1,49,1,1,3,8,5,0
Email 1964,4,8,1,1,1,0,24,3,0,5,1,2,1
Email 1965,1,1,1,1,2,0,9,0,0,3,1,0,0
Email 1966,0,2,2,1,1,0,46,0,0,8,6,8,0
Email 1967,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 1968,0,0,1,0,0,1,6,0,1,0,0,0,0
Email 1969,0,0,1,0,1,0,4,0,0,0,3,0,0
Email 1970,0,1,1,0,0,0,0,0,0,0,0,0,0
Email 1971,1,1,1,1,2,0,9,0,0,3,1,0,0
Email 1972,1,3,1,0,0,0,13,0,0,1,1,3,1
Email 1973,0,0,2,3,4,1,32,2,1,9,2,3,0
Email 1974,9,7,1,0,2,3,23,0,0,6,3,2,0
Email 1975,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 1976,0,0,1,0,1,0,5,0,0,0,3,0,0
Email 1977,0,6,2,0,0,1,16,3,1,2,3,3,1
Email 1978,12,20,2,9,3,8,83,17,0,27,19,14,3
Email 1979,7,0,1,2,2,1,20,2,3,2,0,0,0
Email 1980,0,1,2,0,0,0,14,0,1,4,3,1,0
Email 1981,12,26,13,20,32,12,271,7,4,51,47,16,6
Email 1982,3,2,1,0,0,1,15,0,1,3,2,2,2
Email 1983,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 1984,0,0,1,0,1,0,9,0,0,0,7,0,0
Email 1985,1,1,1,0,0,0,0,0,0,0,0,0,0
Email 1986,1,1,1,1,0,1,8,0,0,3,1,1,0
Email 1987,24,25,89,8,13,1,254,6,44,22,79,15,6
Email 1988,20,23,78,8,13,1,234,5,39,20,71,13,6
Email 1989,13,20,66,8,10,0,195,4,33,16,61,10,4
Email 1990,12,19,55,8,10,0,180,4,28,15,56,10,4
Email 1991,11,8,7,3,8,0,56,1,6,5,13,11,0
Email 1992,8,19,17,4,2,4,113,10,5,14,23,11,7
Email 1993,0,1,1,0,0,0,3,0,0,0,1,0,0
Email 1994,5,10,10,4,1,4,63,5,3,8,15,4,3
Email 1995,5,8,9,1,2,0,43,5,4,5,14,3,1
Email 1996,11,14,6,10,9,5,111,7,1,29,32,17,7
Email 1997,38,37,9,24,16,20,313,49,1,64,41,27,8
Email 1998,5,4,4,2,0,0,22,0,2,5,3,6,2
Email 1999,0,0,2,0,1,0,8,0,0,0,6,1,0
Email 2000,1,4,1,2,0,1,13,2,0,2,3,1,0
Email 2001,0,0,2,0,1,0,7,0,0,0,5,1,0
Email 2002,2,1,1,2,2,2,25,0,0,2,3,3,0
Email 2003,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 2004,0,0,1,0,1,0,4,0,0,0,3,0,0
Email 2005,0,0,1,0,0,0,7,0,0,0,1,0,0
Email 2006,2,1,1,2,2,3,24,0,0,2,3,3,0
Email 2007,16,28,20,8,8,5,176,13,6,22,34,20,11
Email 2008,12,12,8,3,8,0,78,4,7,10,18,15,0
Email 2009,0,0,1,0,0,0,2,0,0,0,1,0,0
Email 2010,21,13,17,4,12,1,102,3,9,16,22,16,0
Email 2011,1,2,11,1,2,0,30,3,5,5,8,2,1
Email 2012,2,2,1,0,3,0,10,1,0,3,6,0,0
Email 2013,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 2014,36,23,4,19,17,36,322,6,2,118,71,40,9
Email 2015,7,1,2,1,3,1,30,0,0,5,10,3,0
Email 2016,3,2,7,0,3,1,27,1,3,2,7,6,2
Email 2017,23,15,21,4,15,2,130,5,11,19,26,19,2
Email 2018,2,0,1,1,0,1,35,0,0,6,3,3,0
Email 2019,8,9,1,3,1,1,53,2,0,10,16,3,0
Email 2020,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 2021,0,0,1,1,0,0,10,0,0,3,0,2,0
Email 2022,0,0,1,0,1,0,6,0,0,0,3,0,0
Email 2023,7,2,2,0,1,3,24,3,1,4,9,4,1
Email 2024,2,0,1,3,1,1,31,6,0,3,1,3,0
Email 2025,8,3,1,2,3,1,23,0,0,4,5,4,1
Email 2026,14,15,6,11,11,5,127,9,1,24,36,16,6
Email 2027,5,0,1,0,1,0,31,0,0,11,10,2,0
Email 2028,0,0,1,0,0,0,2,1,0,0,0,0,0
Email 2029,3,2,22,1,4,0,56,2,9,6,11,7,0
Email 2030,55,53,16,28,28,44,466,14,5,144,69,68,21
Email 2031,3,1,12,1,4,0,45,2,5,5,9,5,0
Email 2032,2,0,1,1,2,0,29,2,0,4,7,2,0
Email 2033,5,3,2,1,3,1,35,1,2,8,11,4,1
Email 2034,6,3,25,0,3,3,32,0,10,7,11,4,1
Email 2035,4,0,1,0,5,0,20,0,0,6,2,0,0
Email 2036,6,3,18,0,10,0,63,0,8,17,30,0,0
Email 2037,3,1,4,0,4,3,34,0,1,1,7,3,1
Email 2038,2,3,8,0,1,0,25,0,4,3,5,1,0
Email 2039,1,1,2,0,0,0,14,0,1,2,0,0,0
Email 2040,0,0,1,1,1,0,15,1,0,3,3,0,0
Email 2041,4,0,1,4,2,0,31,1,1,5,7,2,0
Email 2042,0,0,2,0,0,0,2,0,0,0,2,2,0
Email 2043,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 2044,0,0,1,0,1,0,6,0,0,0,3,0,0
Email 2045,2,14,6,1,3,1,153,1,0,28,26,18,0
Email 2046,3,0,1,0,1,1,8,0,1,2,5,1,0
Email 2047,0,1,1,0,0,0,2,0,0,0,1,0,0
Email 2048,2,3,8,0,1,0,25,0,4,3,5,1,0
Email 2049,1,1,2,0,0,0,14,0,1,2,0,0,0
Email 2050,19,25,3,8,5,4,131,2,2,28,22,6,0
Email 2051,0,5,2,2,1,2,46,0,0,7,13,8,2
Email 2052,0,0,3,2,2,1,14,0,0,3,4,0,0
Email 2053,0,1,2,1,0,0,18,0,1,6,6,1,0
Email 2054,2,3,2,0,0,1,6,0,0,1,3,1,0
Email 2055,9,11,2,14,7,14,142,16,3,24,24,12,6
Email 2056,0,0,1,0,1,0,15,0,0,0,7,0,0
Email 2057,9,3,17,5,2,2,49,0,10,11,12,4,0
Email 2058,6,12,20,0,3,1,75,0,8,21,19,5,0
Email 2059,1,1,2,0,1,0,9,1,0,0,6,0,0
Email 2060,80,67,42,37,17,51,551,3,1,221,80,63,12
Email 2061,1,2,3,3,5,1,26,1,1,0,7,5,0
Email 2062,11,10,24,2,3,1,59,2,12,7,10,8,2
Email 2063,1,1,1,0,4,1,20,2,0,0,1,1,0
Email 2064,51,55,6,33,22,36,440,6,7,112,55,55,11
Email 2065,6,0,2,2,2,2,28,2,1,1,4,4,0
Email 2066,18,18,63,5,6,4,143,3,26,28,23,14,1
Email 2067,3,2,1,0,1,0,17,0,0,5,2,2,0
Email 2068,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 2069,0,0,1,0,1,0,6,0,0,0,3,0,0
Email 2070,6,3,16,5,2,1,53,0,9,11,9,7,2
Email 2071,1,3,5,1,0,0,14,2,0,5,2,0,0
Email 2072,3,2,1,0,1,0,17,0,0,5,2,2,0
Email 2073,1,2,1,0,1,0,12,1,1,3,4,1,0
Email 2074,1,3,3,3,4,0,26,0,1,2,8,2,0
Email 2075,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 2076,9,12,21,2,5,5,81,1,10,13,13,13,6
Email 2077,15,12,18,4,13,0,93,5,10,12,20,13,1
Email 2078,3,3,1,4,6,2,42,3,0,11,6,2,0
Email 2079,13,17,27,5,6,5,114,3,12,18,17,16,7
Email 2080,2,1,1,1,2,2,11,0,1,2,3,1,0
Email 2081,1,1,1,1,1,0,28,0,0,6,5,2,0
Email 2082,0,0,1,0,0,1,6,1,0,1,1,1,0
Email 2083,0,0,1,0,0,0,6,1,0,0,1,0,0
Email 2084,6,5,2,1,4,3,36,1,1,6,10,2,0
Email 2085,9,1,2,4,0,2,29,0,0,6,5,3,0
Email 2086,1,2,20,0,1,0,31,1,9,1,10,2,1
Email 2087,0,14,1,0,0,4,22,0,0,3,1,1,0
Email 2088,4,4,20,2,1,0,46,0,9,4,15,1,1
Email 2089,1,1,1,0,1,0,7,0,0,1,2,1,1
Email 2090,3,3,1,0,0,0,23,1,0,6,3,1,0
Email 2091,0,0,1,0,1,0,6,0,0,0,4,1,0
Email 2092,2,1,1,3,2,3,27,0,0,3,3,3,0
Email 2093,5,11,7,1,8,1,76,2,3,2,23,3,0
Email 2094,2,1,1,2,2,2,27,0,0,3,3,3,0
Email 2095,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 2096,1,4,2,0,5,1,37,0,1,0,14,3,0
Email 2097,0,1,1,0,0,0,2,0,0,0,0,0,0
Email 2098,9,1,2,4,0,2,29,0,0,6,5,3,0
Email 2099,1,2,20,0,1,0,31,1,9,1,10,2,1
Email 2100,4,4,20,2,1,0,46,0,9,4,15,1,1
Email 2101,1,1,1,0,1,0,7,0,0,1,2,1,1
Email 2102,9,6,5,2,6,6,66,12,4,14,16,9,2
Email 2103,0,1,2,0,1,0,8,0,0,0,6,0,0
Email 2104,2,0,1,0,3,0,18,0,1,2,0,0,0
Email 2105,1,5,1,1,0,2,82,0,0,9,16,8,0
Email 2106,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 2107,0,0,1,0,1,0,6,0,0,0,3,0,0
Email 2108,1,1,1,0,0,0,9,0,0,3,4,0,0
Email 2109,3,13,342,8,1,1,236,0,156,22,81,16,0
Email 2110,2,3,2,5,2,2,72,0,0,13,13,7,0
Email 2111,4,26,9,10,3,2,526,0,3,87,70,41,0
Email 2112,5,2,2,0,1,0,15,0,1,0,10,0,0
Email 2113,3,4,4,0,3,1,55,1,2,8,10,4,2
Email 2114,16,8,10,6,11,4,68,7,7,15,15,19,4
Email 2115,1,2,1,1,0,0,8,0,0,2,0,0,0
Email 2116,2,0,1,0,0,4,6,0,0,1,2,0,0
Email 2117,0,0,1,1,0,0,3,0,0,0,1,0,0
Email 2118,0,1,1,1,0,1,10,3,0,0,1,0,0
Email 2119,5,4,16,3,10,0,49,1,7,9,13,3,2
Email 2120,2,1,1,3,0,0,28,1,0,8,1,7,1
Email 2121,3,1,2,0,2,0,11,0,0,2,4,0,0
Email 2122,15,6,8,5,8,7,98,7,0,14,13,12,2
Email 2123,0,0,1,0,0,0,1,1,0,0,0,0,0
Email 2124,2,2,9,3,5,0,28,1,4,4,8,1,1
Email 2125,2,1,1,3,3,0,17,1,0,4,3,1,1
Email 2126,10,4,1,7,0,1,42,2,0,9,11,5,1
Email 2127,0,1,1,0,0,0,3,0,0,3,3,0,0
Email 2128,5,8,6,3,1,2,35,2,2,8,8,5,3
Email 2129,0,2,2,0,3,0,33,0,0,0,15,4,0
Email 2130,0,0,1,0,1,0,2,0,0,0,1,1,0
Email 2131,0,0,1,0,1,0,6,0,0,0,3,0,0
Email 2132,12,3,1,6,0,2,58,3,3,8,6,4,1
Email 2133,5,4,16,3,10,0,49,1,7,9,13,3,2
Email 2134,3,1,2,0,2,0,11,0,0,2,4,0,0
Email 2135,2,2,9,3,5,0,28,1,4,4,8,1,1
Email 2136,2,1,1,3,3,0,17,1,0,4,3,1,1
Email 2137,10,4,1,7,0,1,42,2,0,9,11,5,1
Email 2138,5,8,6,3,1,2,35,2,2,8,8,5,3
Email 2139,12,5,7,2,2,3,51,1,2,10,10,5,1
Email 2140,16,20,4,8,10,13,118,11,1,32,24,20,9
Email 2141,10,4,2,2,1,3,32,1,0,7,3,3,1
Email 2142,1,0,1,0,3,0,12,2,0,0,1,2,1
Email 2143,31,18,26,6,18,2,162,6,16,23,41,23,3
Email 2144,0,2,1,0,0,0,2,1,0,0,0,0,0
Email 2145,9,12,12,3,3,3,65,3,5,6,11,10,2
Email 2146,2,1,1,2,2,2,25,0,0,2,3,3,0
Email 2147,3,9,44,3,1,0,80,3,25,2,20,8,1
Email 2148,3,6,1,1,2,3,43,3,2,5,5,3,0
Email 2149,20,11,8,4,6,0,85,3,3,15,5,8,2
Email 2150,1,3,3,0,0,0,13,0,0,1,2,1,0
Email 2151,23,16,4,7,6,14,117,15,2,30,31,9,2
Email 2152,0,1,2,0,2,1,5,0,0,0,1,0,0
Email 2153,0,0,1,0,1,0,1,1,0,0,0,0,0
Email 2154,0,0,1,0,1,0,6,0,0,0,9,0,0
Email 2155,2,0,1,0,1,0,6,1,0,0,0,0,0
Email 2156,0,0,1,0,1,0,4,0,0,0,1,0,0
Email 2157,8,11,23,6,6,3,95,5,10,13,17,6,5
Email 2158,0,0,1,0,0,0,1,1,0,0,0,0,0
Email 2159,24,19,1,15,6,5,174,19,2,40,31,10,0
Email 2160,2,0,1,0,1,0,18,1,1,15,2,1,1
Email 2161,14,11,6,2,10,3,101,0,1,15,33,2,1
Email 2162,15,11,6,2,10,3,100,1,1,15,32,1,0
Email 2163,2,39,1,2,1,4,438,2,10,66,75,111,0
Email 2164,2,7,2,1,3,0,24,0,0,5,7,0,0
Email 2165,0,1,1,0,0,0,2,0,0,0,0,0,0
Email 2166,0,3,2,0,3,0,37,0,0,5,12,0,0
Email 2167,0,0,1,0,0,0,1,0,0,1,0,0,0
Email 2168,0,1,1,0,1,0,6,0,0,3,2,0,0
Email 2169,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 2170,0,0,1,0,1,0,3,0,0,0,3,0,0
Email 2171,15,30,28,5,3,4,133,2,11,18,19,16,5
Email 2172,5,1,1,4,2,0,58,4,0,9,11,3,0
Email 2173,4,13,14,3,2,1,64,1,5,7,11,8,4
Email 2174,10,5,1,1,7,8,42,13,0,13,6,4,0
Email 2175,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 2176,6,5,1,1,2,2,29,0,1,4,2,0,0
Email 2177,2,1,2,3,3,0,32,0,1,11,6,3,2
Email 2178,5,3,3,0,2,1,20,0,0,2,5,0,0
Email 2179,1,2,2,3,4,0,31,3,0,2,3,6,0
Email 2180,0,2,1,0,0,0,2,1,0,0,0,0,0
Email 2181,0,0,1,0,1,0,2,0,0,0,1,1,0
Email 2182,2,10,4,4,3,3,131,3,0,21,34,12,0
Email 2183,0,0,1,0,1,0,2,0,0,0,2,0,0
Email 2184,2,1,2,0,0,1,10,0,0,5,3,0,0
Email 2185,11,16,6,12,9,5,118,7,1,28,32,18,10
Email 2186,1,4,3,0,0,0,14,0,0,1,2,1,0
Email 2187,1,1,1,3,2,2,71,3,0,7,11,2,0
Email 2188,16,13,2,10,10,6,133,10,3,36,25,24,9
Email 2189,3,3,1,1,2,0,31,3,0,9,6,2,1
Email 2190,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 2191,0,0,1,0,1,0,3,0,0,0,3,0,0
Email 2192,3,2,2,3,0,0,32,4,0,6,9,2,0
Email 2193,0,1,2,0,1,0,8,0,0,0,6,0,0
Email 2194,3,2,3,0,0,0,48,2,0,3,1,7,1
Email 2195,2,6,1,0,1,0,20,1,0,4,10,1,0
Email 2196,2,3,4,0,3,2,41,1,1,4,8,0,0
Email 2197,11,11,5,5,7,1,86,5,3,11,20,14,1
Email 2198,0,5,3,3,0,1,20,8,0,5,1,3,1
Email 2199,36,18,15,6,15,0,155,4,6,21,12,17,2
Email 2200,0,2,2,0,3,0,31,0,0,0,22,4,0
Email 2201,12,4,1,3,7,6,68,8,0,21,13,6,1
Email 2202,0,0,1,0,1,0,2,0,0,0,1,1,0
Email 2203,0,0,1,0,1,0,5,0,0,0,6,0,0
Email 2204,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 2205,0,2,1,0,1,0,6,1,0,2,0,4,2
Email 2206,3,6,1,1,2,3,37,3,2,5,5,3,0
Email 2207,1,1,1,0,1,2,15,0,1,1,5,2,1
Email 2208,10,6,19,1,8,8,59,13,9,13,10,5,0
Email 2209,2,4,1,0,1,2,73,3,0,3,7,3,0
Email 2210,4,4,1,1,3,2,22,3,0,5,2,0,0
